BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
02P12;KreativitätsGrundschule Berlin Friedrichshain;10243;Strausberger Str. 38;29035117;29039449;schule-fh@krea-schulzentrum.de;http://www.krea-schulzentrum.de
02P13;Netzwerk-Schule (Gemeinschaftsschule);10243;Marchlewskistr. 40;40393340;25769700;schule@netzwerkspielkultur.de;http://www.netzwerkspielkultur.de/schule
02P16;BWK Berufsfachschule für Altenpflege;10997;Cuvrystr. 34;6179290;61792937;kontakt@bwk-berlin.de;http://www.bwk-berlin.de
02P19;FORUM Berufsbildung e.V.;10969;Charlottenstr. 2;2590080;25900810;info@forum-berufsbildung.de;http://www.forum-berufsbildung.de
02P20;WBS Training Schulen gGmbH;10247;Voigtstr. 3;24326902;34727919;schulen.berlin@wbs-schulen.de;http://www.wbs-schulen.de
02P22;Pro Inklusio - Fachschule für Sozialpädagogik;10997;Muskauer Str. 53;20078010;20078465;proinklusio@diebildungspartner.de;http://www.procedo-berlin.com
02P23;Concept Berufliche Schulen gGmbH Berlin;10245;Revaler Str. 100;48485850;48485868;info@concept-berlin.de;http://www.concept-berlin.de
02P25;Evangelische Schule Berlin Friedrichshain (Grundschule);10249;Petersburger Platz 5;32296700;32297730;info@ev-schule-friedrichshain.de;http://www.ev-schule-friedrichshain.de
02P26;VIA Bildungszentrum für Pflegeberufe;10969;Axel-Springer-Str. 42;25373927;25373933;bildungszentrum@via-berlin.de;http://www.via-bildungszentrum.de
02P29;Bonifatius Buchenblatt gGmbH;10965;Schmiedehof 23;98510786; ;fachschule@kenntnisreich.de;http://www.kenntnisreich-kindertagesstaetten.de
02P30;Concept Berufliche Schulen gGmbH Berlin;10243;Gubener Str. 47;48485861;48485868;schulz-behrendt@concept-berlin.de; 
02P31;procon College gGmbH;10963;Stresemannstr. 78;26103118;21002124;info@procon-college.de;http://www.procon-college.de
02S01;Temple-Grandin-Schule;10243;Lasdehner Str. 19;293474231;293474235;Schulleitung@temple-grandin.schule.berlin.de;http://www.temple-grandin-schule.de
02S02;Gustav-Meyer-Schule;10999;Kohlfurter Str. 22;50586131;50586135;02S02@02S02.schule.berlin.de; 
02S03;Margarethe-von-Witzleben-Schule;10243;Palisadenstr. 76-77;420249209;420249215;schulleitung@witzleben.schule.berlin.de;http://www.witzleben-schule.de
02S06;Liebmann-Schule;10969;Friedrichstr. 13;50585831;50585835;02S06@02S06.schule.berlin.de; 
02Y01;Andreas-Gymnasium;10243;Koppenstr. 76;29369020;2936902199;sekretariat@andreas.schule.berlin.de;http://www.andreas-schule.org
02Y03;Heinrich-Hertz-Gymnasium;10247;Rigaer Str. 81-82;42262080;422620884;Sek@H.Hertz-OS.Schule-Berlin-FK.de;http://www.hhgym.de
02Y04;Georg-Friedrich-Händel-Gymnasium;10247;Frankfurter Allee 6 A;2250279011;2250279015;sekretariat@haendelgym.de;http://www.haendelgym.de
02Y05;Dathe-Gymnasium;10243;Helsingforser Str. 11-13;2936063;293606415;sek@dathe-gymnasium.de;http://www.dathe-gymnasium.de
02Y06;Leibniz-Gymnasium;10961;Schleiermacherstr. 23;50586711;50586715;sekretariat@leibnizschule-berlin.de;http://www.leibnizschule-berlin.de
02Y07;Robert-Koch-Gymnasium;10967;Böckhstrasse 10;50585731;50585735;Koch-Gymnasium@web.de;http://www.Robert-Koch-Oberschule.de
02Y08;Hermann-Hesse-Gymnasium;10967;Böckhstr. 16;666434090;666434091;kontakt@hesse-kreuzberg.de;http://www.hesse-kreuzberg.de
03A04;Abendgymnasium Prenzlauer Berg;10439;Driesener Str. 22;4254218;4250121;mail@abendgymnasium-berlin.de;http://www.abendgymnasium-berlin.de
03B02;Berufliche Schule für Sozialwesen Pankow;13158;Erbeskopfweg 6-10;50019910;50019924;sekretariat@schule-sozialwesen-pankow.de;http://www.schule-sozialwesen-pankow.de
03B04;Brillat-Savarin-Schule (OSZ Gastgewerbe);13088;Buschallee 23 A;9142660;914266220;sekretariat@osz-gastgewerbe.de;http://www.osz-gastgewerbe.de
03B06;Konrad-Zuse-Schule;13156;Hermann-Hesse-Str. 34/36;91609411;9165691;sekretariat@konrad-zuse-schule-berlin.de;http://www.konrad-zuse-schule-berlin.de
03B07;Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);10409;Mandelstr. 6-8;42185411;42185412;info@oszeos.de;http://www.oszeos.de
03B08;Staatliche Ballettschule Berlin und Schule für Artistik;10409;Erich-Weinert-Str. 103;4057790;40577919;schulleitung@ballettschule-berlin.de;http://www.ballettschule-berlin.de
03B10;Max-Bill-Schule (OSZ Planen, Bauen, Gestalten);13086;Gustav-Adolf-Str. 66;912052175;912052174;03B10@03B10.schule.berlin.de;http://www.max-bill-schule.de
03E03;ARTUR SPEER AKADEMIE GmbH;10407;Storkower Str. 99;4208260;42082610;info@artur-speer-akademie.de;http://www.artur-speer-akademie.de
03E04;LOGO Sprachenschule;10439;Wichertstr. 67;4464852;4464852;riethu@snafu.de;http://www.logosprachenschule.de
03E07;Theaterstudio e.V. Berlin-Brandenburg;10437;Schönhauser Allee 73;4478293;4478293;theaterstudio@t-online.de;http://www.theaterstudio.de
03E08;Education GmbH;10409;Erich-Weinert-Str. 145;4211281;42851403;info@education-berlin.de;http://www.education-berlin.de
03E10;VISAGIO College;13125;Röbellweg 97;94631065;94631065;kasteffen@hotmail.com;http://www.visagio-college.de
03E11;INAC Theaterakademie;13187;Pestalozzistr. 5-8;41719262;41719267;info@inac-berlin.de;http://www.inac-berlin.de
03E12;LOGOS-Institut;13156;Rolandstr. 18-19;4749050; ; ; 
03E15;GLS Sprachenzentrum;10435;Kastanienallee 82;78008930;780089894;info@gls-sprachenzentrum.de;http://www.gls-sprachenzentrum.de
03E16;Primus Bildungscentren GmbH - Schule für Handwerk und Gestaltung;13129;Alt-Blankenburg 5;47474742;4758675;info@et.berlin.eso.de;http://www.eurotrain-berlin.eso.de
03E17;Schule für Bildende Kunst und Gestaltung, Andrei Krioukov GmbH;10405;Immanuelkirchstr. 4;23185745; ;krioukov@gmx.de;http://www.kunstschuleberlin.de
03E18;STARTER - Berliner Schauspielschule für Film und Fernsehen;10435;Oderberger Str. 22;44043284; ;kontakt@starter-schauspielschule.de;http://www.starter-schauspielschule.de
03E19;Professional Teachers Academy of Dance;10405;Immanuelkirchstr. 6;33981122; ;Ilona.scriba@gmx.de; 
03E21;cimdata Bildungsakademie GmbH;10405;Immanuelkirchstr. 14 A/B;850726331;850726333;info@cimdata.de;http://www.cimdata.de
03E22;AMD Akademie Mode & Design Berlin;10437;Pappelallee 78/79;33099760;330997629;berlin@amdnet.de;http://www.amdnet.de
03G01;Schule am Hamburger Platz (Grundschule);13086;Gustav-Adolf-Str. 21;9246762;92091818;info@schule-am-hamburger-platz.de;http://www.schule-am-hamburger-platz.de
03G02;Heinrich-Roller-Grundschule;10405;Heinrich-Roller-Str. 18;4425674;44039188;sekretariat@roller.schule.berlin.de;http://www.Heinrich-Roller-Grundschule.de
03G03;Grundschule am Kollwitzplatz;10435;Knaackstr. 67;44377100;44377108;Sekretariat@gsak.schule.berlin.de;http://www.gs-am-Kollwitzplatz.de
03G04;Grundschule an der Marie;10405;Christburger Str. 7;40301298;24627804;Sekretariat@marie.schule.berlin.de;http://www.schule-an-der-Marie.de
03G05;Homer-Grundschule;10407;Pasteurstr. 10-12;4250575;4250177;post@homergs.de;http://www.homer-grundschule.de
03G06;Bötzow-Grundschule;10407;John-Schehr-Str. 38;42851032;42851034;info@boetzow-grundschule.de;http://www.boetzow-grundschule.de
03G08;Grundschule am Planetarium;10405;Ella-Kay-Str. 47;4250874;42081125;03G08@03G08.schule.berlin.de;http://www.gsap.de
03G09;Thomas-Mann-Grundschule;10437;Greifenhagener Str. 58;4457761;4455590;03g09@03g09.schule.berlin.de;http://www.thomas-mann-grundschule.de
03G10;Grundschule am Hohen Feld;13125;Bedeweg 1;948006220;948006233;sekretariat@grundschule-amhohenfeld.de;http://grundschule-amhohenfeld.de
03G11;Schule am Falkplatz (Grundschule);10437;Gleimstr. 49;443875010;44387539;schulleiterin@schule-am-falkplatz.berlin;http://www.schule-am-falkplatz.berlin
03G12;Paul-Lincke-Grundschule;10409;Pieskower Weg 39;42850876;42850877;paul-lincke-grundschule@gmx.de; 
03G13;Rudolf-Dörrier-Grundschule;13158;Kastanienallee 59;91699480;91699481;info@doerrier-grundschule.de; 
03G14;Bornholmer Grundschule;10439;Ibsenstr. 17;4458763;44719469;bornholmer14@t-online.de;http://www.bornholmer-grundschule.de
03G15;Schule am Senefelderplatz;10435;Schönhauser Allee 165;4468900;44689013;03g15@03g15.schule.berlin.de;http://www.schule-am-senefelderplatz.de
03G16;Grundschule am Teutoburger Platz;10119;Templiner Str. 1-3;44358050;44358051;schulleitung@teute.schule.berlin.de;http://www.schule-am-teute.de
03G17;Grundschule am Weißen See;13088;Falkenberger Str. 31;9269462;34353387;03G17@03G17.schule.berlin.de; 
03G18;Picasso-Grundschule;13088;Gounodstr. 71;9606660;96066621;sekretariat@picasso.schule.berlin.de;http://www.picasso-grundschule.de
03G20;Grundschule im Moselviertel;13088;Brodenbacher Weg 31;9250976;92375652;grundschule-im-moselviertel@gmx.de;http://www.moselschule.de
03G21;Grundschule unter den Bäumen;13129;Alt-Blankenburg 26;4743325;47487607;gudbaeumen@t-online.de;http://www.gudbaeumen.de
03G22;Grundschule am Wasserturm;13089;Tino-Schwierzina-Str. 66;4720176;47033360;gsamwasserturm@freenet.de;http://www.grundschule-am-wasserturm.com/
03G23;Grundschule Alt-Karow;13125;Bahnhofstr. 32;94794970;94794975;grundschule-alt-karow@gmx.de;http://www.grundschule-alt-karow.de
03G24;Grundschule im Panketal;13125;Achillesstr. 31;94794920;9479492231;gs-im-panketal@gmx.de;http://www.grundschule-im-panketal.de
03G25;Carl-Humann-Grundschule;10439;Scherenbergstr. 7;4441580;44719045;humann-grundschule@gmx.de; 
03G26;Arnold-Zweig-Grundschule;13187;Wollankstr. 131;49790970;49790979;sekretariat@arnold-zweig.schule.berlin.de;http://www.arnold-zweig-grundschule.com
03G27;Elizabeth-Shaw-Grundschule;13187;Grunowstr. 17;49301190;49301199;info@shaw-grundschule.de;http://shaw-grundschule.de
03G28;Hasengrund-Schule (Grundschule);13156;Charlottenstr. 19;47402940;47402941;sekretariat@hasengrund.schule.berlin.de;http://www.hasengrund.edupage.org
03G29;Grundschule Am Sandhaus;13125;Wiltbergstr. 37-39;9490046;9490036;sandhaus-gs@t-online.de;http://www.sandhaus-schule.cidsnet.de
03G32;Grundschule an den Buchen;13156;Wilhelm-Wolff-Str. 19;91699460;91699461;sekretariat-gsbuchen@gmx.de;http://www.gs-buchen.de
03G33;Jeanne-Barez-Schule (Grundschule);13127;Hauptstr. 66;47498931;47498938;sekretariat@jeaba.de;http://www.jeanne-barez-schule.de
03G34;Mendel-Grundschule;13187;Stiftsweg 3;47607910;476079911;mendel-schule@t-online.de; 
03G35;Platanengrundschule;13159;Hauptstr. 20;9131120;47411973;platanengrundschule@gmx.de; 
03G36;Elisabeth-Christinen-Grundschule;13156;Buchholzer Str. 3;40058920;40058921;ecg.03g36@t-online.de;ecg.schule
03G37;Klecks-Grundschule;13187;Brixener Str. 40;47901920;47901921;sekretariat@klecks-grund.schule.berlin.de; 
03G38;Grundschule im Blumenviertel;10407;Syringenplatz 30;42850870;42850872;Grundschule_im_Blumenviertel@t-online.de;http://www.grundschule-im-blumenviertel.de
03G39;Grundschule Wolkenstein;13189;Neumannstr. 65;47901890;47901891;sekretariat@wolkenstein.schule.berlin.de;http://www.gs-wolkenstein.de
03G40;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;info@schule-am-birkenhof.de;http://www.schule-am-birkenhof.de
03G41;Trelleborg-Schule (Grundschule);13189;Eschengraben 40;479018611;479018618;trelleborg-schule@t-online.de;http://www.trelleborg-schule.de
03G43;Grundschule Wilhelmsruh;13158;Lessingstr. 44;91645320;91645328;sekretariat@grundschule-wilhelmsruh.de;http://www.grundschule-wilhelmsruh.de
03G44;Georg-Zacharias-Grundschule;13088;Sulzfelder Str. 15;9269089;9252784;44.Grundschule-Pankow@web.de;http://44gspankow.be.schule.de
03G45;Grundschule im Hofgarten;10435;Danziger Str. 50;40301657;40301667;sekretariat@hofgarten.schule.berlin.de;http://www.grundschuleimhofgarten.de
03G46;Grundschule im Eliashof;10437;Senefelderstr. 6;40504800;40301889;sekretariat@03g46.schule.berlin.de; 
03G47;47. Schule (Grundschule);13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;http://www.schuleanderstrauchwiese.de
03K01;Kurt-Schwitters-Schule;10405;Greifswalder Str. 25;42847841;42847869;ksoberlin.cids@t-online.de; 
03K02;Kurt-Tucholsky-Schule (Integrierte Sekundarschule);13189;Neumannstr. 9-11;4799000;479900122;sekretariat1@kto-berlin.de;http://www.kto-berlin.de
03K03;Konrad-Duden-Schule (Integrierte Sekundarschule);13156;Rolandstr. 35;4450959;44738903;konrad-duden-oberschule@gmx.de;http://www.isskd.de
03K04;Gustave-Eiffel-Schule;10409;Hanns-Eisler-Str. 78-80;42809070;4280907109;sekretariat@03K04.schule.berlin.de;http://www.gustave-eiffel-schule.de/
03K05;Heinz-Brandt-Schule;13086;Langhansstr. 120;9251208;9253132;kontakt@heinz-brandt-schule.de;http://www.heinz-brandt-schule.de
03K06;Reinhold-Burger-Schule;13187;Neue Schönholzer Str. 32;49979940;49979948;Sekretariat@03k06.schule.berlin.de;http://www.reinhold-burger-schule.de
03K07;Tesla-Schule (Gemeinschaftsschule);10407;Rudi-Arndt-Str. 18;4212230;4235995;sekretariat@tesla-schule.de;http://www.tesla-schule.de
03K08;Hagenbeck-Schule;13086;Gustav-Adolf-Str. 60;96275050;96275053;info@hagenbeck-schule.de;http://www.hagenbeck-schule.de
03K09;Janusz-Korczak-Schule (Integrierte Sekundarschule);13187;Dolomitenstr. 94;47909940;47909949;Janusz-Korczak-OR@web.de; 
03K10;Hufeland-Schule (Integrierte Sekundarschule);13125;Walter-Friedrich-Str. 16-18;94800610;94800618;sekretariat@hufelandschule.berlin;http://www.hufelandschule.berlin
03K11;Wilhelm-von-Humboldt-Gemeinschaftsschule;10439;Erich-Weinert-Str. 70;411983970;411983979;sekretariat@wvh-gemeinschaftsschule.de;http://wvh-gemeinschaftsschule.de
03P03;Christburg Campus gGmbH;10405;Christburger Str. 14;4431237170;4431237179;Geschaeftsfuehrung@Christburg-Campus.de;http://www.christburg-campus.de
03P08;Katholisches Schulzentrum Edith Stein;10405;Greifswalder Str. 18;4243930;42439326;KS-edithstein@t-online.de;http://www.schulzentrum-edithstein.de
03P10;Katholische Theresienschule (Gymnasium);13086;Behaimstr. 29;9246425;9246262;Theresienschule@t-online.de;http://www.Theresienschule.de
03P11;Stephanus-Schule;13086;Albertinenstr. 20;96249751;96249758;stephanus-schule@stephanus.org;http://www.stephanus-schule.de
03P12;Evangelische Schule Pankow (Grundschule);13187;Galenusstr. 60 a;47498940;47498949;info@ev-schule-pankow.de;http://www.ev-schule-pankow.de
03P13;Freie Schule Pankow (Integrierte Sekundarschule);13086;Langhansstr. 8;4733083;47300129;info@freie-schule-pankow.de;http://www.freie-schule-pankow.de
03P14;Freie Grundschule Pfefferwerk;10439;Schönfließer Str. 7;44717305;44717306;mail@freie-grundschule.de;http://freie-grundschule.de
03P15;AUCOTEAM GmbH;10407;Storkower Str. 115 A;42188661;4286259;berufsfachschule@aucoteam.de;http://www.aucoteam-berufsfachschule.de
03P18;dreieins-Grundschule Berlin-Pankow;13088;Bizetstr. 64;92092220;92092931;grundschule-pankow@dreieins.org;http://www.dreieins.org/pankow
03P20;SchuleEins (Gemeinschaftsschule);13187;Berliner Str.120/121;475966930;4759669320;sekretariat.speicher@schuleeins.de;http://www.schuleeins.de
03P21;Freie Integrative Montessori Grundschule Pankow;13187;Hadlichstr. 2;50019130;500191929;montessori-schule-pankow@karuna-ev.de;http://www.montessori-pädagogik-pankow.de
03P22;Klax-Schule (Integrierte Sekundarschule);13189;Neumannstr. 13 A;92109646;34745169;info@klax-schule.de;http://www.klax-schule.de
03P23;Freie Naturschule im StadtGUT (Grundschule);13159;Hauptstr. 26;40058302; ;kontakt@freie-naturschule-stadtgut.de;http://www.freie-naturschule-stadtgut.de
03P24;Ting-Schule (Integrierte Sekundarschule);13189;Berliner Str. 100;47004506;47004529;ting@ting-schule.de;http://www.ting-schule.de
03P26;Lauder Beth-Zion Schule (Gemeinschaftsschule);10405;Rykestr. 53;440131620;440131629;sekretariat@team.lauderschule.de;http://www.lauderschule.de
03P27;Klax Berufsakademie;13086;Langhansstr. 74B;6665470;47796204;info@klax-ausbildung.de;http://www.klax-ausbildung.de
03P28;Platanus Schule Berlin (Gemeinschaftsschule);13187;Berliner Str. 12;490048800;490048809;info@platanus-schule.de;http://www.platanus-schule.de
03P30;Freie Waldorfschule am Prenzlauer Berg;10409;Gürtelstr. 16;42082010;420820117;weiss@schulemachen.com;http://www.schulemachen.com
03P32;Montessori-Gemeinschaftsschule Berlin Buch;13125;Wiltbergstr. 90, Haus 23;911464900;911464909;info@karuna-mgbb.de;http://www.montessori-berlin-buch.de
03P33;Evangelische Schule Berlin Buch (Grundschule);13125;Wiltbergstr. 50;31958200;31958199;buero@ev-schule-buch.de;http://www.ev-schule-buch.de
03P36;WETEK - Fachschule für Sozialpädagogik;10119;Christinenstr. 18-19;44383360;44383369;fachschule@wetek.de;http://www.wetek.de
03P37;Berlin Bilingual School (Integrierte Sekundarschule);13086;Herbert-Bayer-Str. 7;44383248; ;berlin-bilingual-secondary@pfefferwerk.de;http://www.berlin-bilingual-school.de
03P38;S.K.O.U.T. - Fachschule für Sozialpädagogik;10405;Marienburger Str. 18;484947111;484947123;info@s-k-o-u-t.de;http://www.s-k-o-u-t.de
03P39;Stephanus-Grundschule;13086;Parkstr. 22;96249231; ;mechthild.blasczyk@stephanus.org;http://www.stephanus-bildung.de
03P40;SAfS - Spektrum Akademie für Sozialpädagogik;13086;Herbert-Bayer-Str. 5;24531905; ;info@safs-berlin.de; 
03P41;Naturschule am Brosepark;13156;Dietzgenstr. 49;017634341136; ;kontakt@naturschule-im-stadtgut.de;http://www.naturschule-am-brosepark.de
03P42;Weiterdenker-Fachschule für Sozialpädagogik;10435;Danziger Str. 50;868001030; ;kontakt@ifbw.info;http://www.kubibe.de
03S03;Helene-Haeusler-Schule;10405;Mendelssohnstr. 10;47377641;47377640;sekretariat@helene-haeusler-schule.de;http://www.helene-haeusler-schule.de
03S06;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;info@schule-am-birkenhof.de;http://www.schule-am-birkenhof.de
03S08;Panke-Schule;13187;Galenusstr. 64;47607920;47607921;kontakt@panke-schule.de;http://www.panke-schule.de
03S09;Schule an der Strauchwiese;13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;http://www.schuleanderstrauchwiese.de
03S10;Marianne-Buggenhagen-Schule;13125;Ernst-Busch-Str. 29;9487880;94878827;info.mbs-berlin@t-online.de; 
03Y03;Käthe-Kollwitz-Gymnasium;10439;Dunckerstr. 65-66;4447671;4459794;sekretariat@kkos.net;http://www.kkos.net
03Y04;Heinrich-Schliemann-Gymnasium;10439;Dunckerstr. 64;4468950;446895106;schulleitung@hsg-berlin.de;http://www.hsg-berlin.de
03Y08;Carl-von-Ossietzky-Gymnasium;13187;Görschstr. 42-44;49400390;49400391;sekretariat@cvo.berlin;https://cvo.berlin
03Y10;Rosa-Luxemburg-Gymnasium;13189;Kissingenstr. 12;91607730;91607731;sekretariat@rlo-berlin.de;http://www.rlo-berlin.de
03Y13;Felix-Mendelssohn-Bartholdy-Gymnasium;10407;Pasteurstraße 7;420827400;420827404;sekretariat@fmbg.schule.berlin.de;http://www.fmbg-berlin.de
03Y14;Primo-Levi-Gymnasium;13086;Pistoriusstr. 133;9290168111;9290168110;sekretariat@plg-berlin.de;http://www.plg-berlin.de
03Y15;Max-Delbrück-Gymnasium;13156;Kuckhoffstr. 2;47596720;4759672110;sekretariat@max-delbrueck-gymnasium.de;http://www.Max-Delbrück-Gymnasium.de
03Y16;Robert-Havemann-Gymnasium;13125;Achillesstr. 79;94878511;94878519;schulleitung@rhgym.de;http://www.robert-havemann-gymnasium.de
03Y17;Gymnasium am Europasportpark;10407;Kniprodestr. 29;405771260;405771269;sekretariat@gesp-berlin.de;http://www.gesp-berlin.de
04A04;Charlotte-Wolff-Kolleg;10627;Pestalozzistr. 40-41;902928825;902928858;Leitung@charlotte-wolff-kolleg.de;http://www.charlotte-wolff-kolleg.de
04A06;Peter-A.-Silbermann-Schule;10713;Blissestr. 22;89745160;89745169;info@abendgymnasium.de;http://www.abendgymnasium.de
04A08;Sportschule im Olympiapark - Poelchau-Schule;14053;Prinz-Friedrich-Karl-Weg 1;30063300;30063308;kontakt@sportschule-olympiapark-poelchau.de;http://www.sportschule-olympiapark-poelchau.de
04B01;Loschmidt-Oberschule;10587;Loschmidtstr. 19;34505810;34505840;zentrale@loschmidt-oberschule.de;http://www.loschmidt-oberschule.de
04B02;Hans-Litten-Schule (OSZ Recht und Wirtschaft);14059;Danckelmannstr. 26-28;3030170;30301752;leitung@hans-litten-schule.de;http://www.hans-litten-schule.de
04B03;OSZ Kraftfahrzeugtechnik;10585;Gierkeplatz 1-3;90198600;90198610;info@osz-kfz.de;http://www.osz-kfz.de
04B04;Ruth-Cohn-Schule (OSZ Sozialwesen);10625;Bismarckstr. 20;34506714;34506740;04b04@sozialpaedagogik-berlin.de;http://www.osz-ruth-cohn.de
04B05;Anna-Freud-Schule (OSZ Sozialwesen);13627;Halemweg 22;36417810;36417820;04b05@04B05.schule.berlin.de;http://www.anna-freud-osz.de
04B06;Leopold-Ullstein-Schule (OSZ Wirtschaft);10715;Prinzregentenstr. 32;85758532;85758550;info@leopold-ullstein-schule.de;http://www.leopold-ullstein-schule.de
04B07;OSZ Körperpflege;10625;Schillerstr. 120;8649700;86497051;info@osz-koerperpflege.de;http://www.osz-koerperpflege.de
04B08;Kläre-Bloch-Schule;10715;Prinzregentenstr. 60;85758939;85758937;buero@klaere-bloch-schule.de;http://www.klaere-bloch-schule.de
04E01;Lichtenberg-Kolleg e.V.;10625;Pestalozzistr. 97;3138121;3125089;Abi@Lichtenberg-Kolleg.de;http://www.Lichtenberg-Kolleg.de
04E02;DIDACTICA GmbH;10627;Wilmersdorfer Str. 39;32900880;32900889;info@didactica-berufsbildung.de;http://www.didactica-berufsbildung.de
04E03;D.U.T. Wirtschaftsfachschule GmbH & Co;10623;Hardenbergplatz 2;8822200;8815776;info@dut.de;http://www.dut.de
04E04;Kosmetikschule Berlin;10629;Wilmersdorfer Str. 102;3240769;3248379;info@kosmetikschule-berlin.de;http://www.kosmetikschule-berlin.de
04E05;Winkels Akademie GmbH;10623;Bleibtreustr. 6;3124126;31808097;howi@snafu.de;http://www.medikos-bln.de
04E07;Berlitz Sprachschule Berlin Charlottenburg;10719;Kurfürstendamm 21;3239047;3241045;berlin1@berlitz.de;http://www.berlitz.de/berlin
04E10;Heilpraktikerfachschule für Aus- und Weiterbildung;10629;Waitzstr. 7;3232042; ; ; 
04E13;Ballett Centrum Kurfürstendamm Karree Musical Schule;10719;Kurfürstendamm 207-208;8831175;8814459;ballettcentrum@gmx.de;http://www.ballettcentrum-berlin.de
04E14;Hofmeisterschule, Handels- und Sprachschule;10715;Berliner Str. 9;8541929;8542781;buero@Hofmeisterschule.de;http://www.Hofmeisterschule.de
04E15;Rackow-Schulen GmbH;10623;Fasanenstr. 81;31504243;31504244;info@rackow-schulen.de;http://www.rackow-schulen.de
04E17;Akademie für Fremdsprachen GmbH;10707;Lietzenburger Str. 102;88663393;88663394;post@akafremd.de;http://www.akafremd.de
04E20;DIE NEUE SCHULE;10713;Gieselerstr. 30 A;8730373;8738613;info@neueschule.de;http://www.neueschule.de
04E21;Deutsche Paracelsus Schulen für Naturheilverfahren GmbH;10709;Nestorstr. 7;89092193;8919078;Berlin@paracelsus.de;http://www.paracelsus.de
04E22;Verein zur Förderung des modernen Tanzes e.V.;14193;Hubertusallee 73;8263220; ; ; 
04E24;Japanische Ergänzungsschule in Berlin e.V.;10711;Joachim-Friedrich-Str. 35-36;8911787;8911787;jimusho@berlin-hoshuko.de;http://www.berlin-hoshuko.de
04E25;Griechisches Lyzeum;10715;Weimarische Str. 21-25;8532074;8532074;grlykberlin@t-online.de; 
04E27;TRANSform Schauspielschule;10587;Salzufer 13-14;3242341;31997358;olav.muenzberg@t-online.de;http://www.transform-schauspielschule.de
04E30;Berlin School of Dance;10715;Wilhelmsaue 22;86397335; ;kontakt@berlinschoolofdance.de;http://www.berlinschoolofdance.de
04E31;Filmschauspielschule Berlin GbR;14197;Mecklenburgische Str. 32;31016571;32765690;info@filmschauspielschule.de;http://www.filmschauspielschule.de
04E32;Berlin British School - Internationale Ergänzungsschule;14055;Dickensweg 17-19;35109190;35109199;info@berlinbritishschool.de;http://www.berlinbritishschool.de
04E33;SSB Schwedische Schule in Berlin;10717;Landhausstr. 26-28;86495930;86495931;info@svenskaskolan-berlin.de;http://www.svenskaskolan-berlin.de
04E36;Com Fly German Flight Training Organisation GmbH;14199;Hohenzollerndamm 53;8236446; ; ;http://www.pilotenausbildung.net/com-fly-german-flight-training-organisation-gmbh/
04E41;PRESTIGE Kosmetikakademie;10713;Berliner Str. 53;91683249;86391983;prestige-akad@web.de;http://www.prestige-akad.de
04E42;tanzloft berlin;10625;Leibnizstr. 33;3245998;3245998;info@tanzloftberlin.de;http://www.tanzloftberlin.de
04E43;Berlinek Sprachenzentrum;10629;Dahlmannstr. 1 A;34787266;34787535;post@berlinek.de;http://www.berlinek.de
04E44;ZFFA gGmbH Zentrum für fotografische Ausbildung;14052;Württembergallee 31;2043788;2043788;info@zffa.de;http://www.zffa.de
04E45;comjob GmbH;10719;Joachimstaler Str. 17;4437600;9253831;info@bsd-berlin.de;http://www.bsd-berlin.de
04E46;Grone - Schule Berlin gGmbH;10589;Treseburger Str. 2;3999580;39995811;berlin@grone.de;http://www.grone.de
04E47;MediPoint-Schule für Medizin und Altenpflege;10627;Bismarckstr. 42-43;36405666;36405663;gorski@medipoint-berlin.de;http://www.medipoint-berlin.de
04E48;Berliner Schule für Zen Shiatsu;10707;Wittelsbacherstr. 16;32662832;77392511;post@zen-shiatsu-schule.de;http://www.zen-shiatsu-schule.de
04E51;CampusHealth Service GmbH;10627;Wilmersdorfer Str. 126-127;37592162;37592164;info@campus-health-service.com;http://www.campus-health-service.de
04E52;Campus & more GmbH;10627;Wilmersdorfer Str. 126-127;37592162;37592164;info@campus-and-more.de;http://www.campus-and-more.de
04E53;Bernsteiner & Urbschat Gestalterei Berlin GmbH;10589;Darwinstr. 17;34505300; ;info@gestalterei-berlin.de;http://www.glp-berlin.com
04E55;Private Kant-Schule;14195;Lentzeallee 8/14;82007790;82007799; ; 
04G01;Eichendorff-Grundschule;10625;Goethestr. 19;437272270;4372722720;sekretariat@eichendorff.schule.berlin.de;http://www.eichendorff-grundschule-berlin.de
04G02;Lietzensee-Grundschule;14057;Witzlebenstr. 34-35;30830630;308306363;sekretariat@lietzenseeschule.schule.berlin.de;http://www.lietzenseeschule.de
04G04;Joan-Miró-Grundschule;10623;Bleibtreustr. 43;902928100; ;mail@joan-miro-grundschule.de;http://www.joan-miro-grundschule.de
04G05;Dietrich-Bonhoeffer-Grundschule;14050;Spandauer Damm 205-215;303284510;3032845129;Sekretariat@dibog.schule.berlin.de; 
04G06;Wald-Grundschule;14055;Waldschulallee 83-93;902926900;902926917;sekretariat@wald-grundschule.de;http://wald-grundschule.de
